,author,total_followers,total_following,number_posts,shortcode,timestamp,Date,time,likes,comments,engagement,average_engagement,caption,text,Tag_1,Tag_2,Tag_3,Tag_4,Tag_5,Tag_6,Tag_7,Tag_8,Tag_9,Tag_10,Tag_11
33,thatdudeinblue,263927,1087,3410,CRE9-8mDVdg,1625772058,44385.80623,44385.80623,6596,30,2.510542688,2.777219964,,FLAME ON  My good friends at offtheline_performance having fun with their flamethrower RX7 New video today is live with link in bio thatdudeinblue rx7 fire 2step mazda,thatdudeinblue ,rx7 ,fire ,2step ,mazda,,,,,,
34,thatdudeinblue,263927,1087,3410,CRCe_OrD1gj,1625688506,44384.83919,44384.83919,8808,100,3.375175711,2.777219964,"Photo by David Patterson on July 07, 2021. May be an image of car, road and text that says 'RTV0018 TOYOTA â˜¬ TURBO'.",Hey everyone Its that time of year again If youd like to have your car reviewed up in the north Georgia mountains I will be filming the July 14th16th Im looking for cars that I have either never filmed before or are different enough to stick out Email thatdudeinbluegmailcom if you are able to show thatdudeinblue carreview cars supra mustang s550 mustanggt turbo,thatdudeinblue ,carreview ,cars ,supra ,mustang ,s550 ,mustanggt ,turbo,,,
35,thatdudeinblue,263927,1087,3410,CRAOSfZjvlD,1625612642,44383.96113,44383.96113,3724,13,1.415921827,2.777219964,"Photo shared by David Patterson on July 06, 2021 tagging @gingium. May be an image of car and outdoors.",Took a day off releasing videos for the holiday Today I did some filming with gingium and his incredible miata duo Videos coming soon I have a lot of editing ahead thatdudeinblue miata gingium mazda,thatdudeinblue ,miata ,gingium ,mazda,,,,,,,
36,thesmokingtire,291290,1116,5956,CS1uuxfnOrt,1629555519,44429.59628,44429.59628,2767,0,0.949912458,1.428988293,"Photo by Matt Farah on August 21, 2021. May be an image of text.",In a subversive way it makes me happy to know that even jeremyclarkson1 can run a rather large farm for 2 years make very good honest and interesting television about it generally improve the global perceptions and respect due to farmers make a simple comment about RAIN and still get glib stick to cars comments,,,,,,,,,,,
37,thesmokingtire,291290,1116,5956,CS0V-ionLgt,1629508987,44429.05772,44429.05772,3036,3,1.043290192,1.428988293,"Photo by Matt Farah on August 20, 2021. May be an image of 1 person, cat and indoor.",Afternoon naps with Niki,,,,,,,,,,,
38,thesmokingtire,291290,1116,5956,CSzlJVupYhc,1629483385,44428.7614,44428.7614,776,6,0.268460984,1.428988293,"Photo by Matt Farah on August 20, 2021. May be an image of 2 people and text that says 'Latest from TheSmokingTirePodcast JOCI TST#652 #652 Hannah Elliott SMOkiNGL IRE 1:31:07 Hannah Elliott (Bloomberg Autos) TST... TheSmokingTirePodcast TheSmoking 5.3K...'.",Dont miss our interview with the knowledgable wonderful hannahelliottxo She went to Pebble dailies an old Rolls and has driven some amazing things lately We talk about the electrification of hypercars and motorcycles Bentleys new coach built GT and more Link in bio or grab it on your favorite podcast app,,,,,,,,,,,
39,thesmokingtire,291290,1116,5956,CSxcxaFpKTY,1629411886,44427.93387,44427.93387,6021,0,2.067012256,1.428988293,"Photo by Matt Farah on August 19, 2021.",When I posted a shot of the Broncos open tailgate before asking if maybe it didnt take up too much space there was a bunch of durrr but Jeep tho Comments Making sure I wasnt crazy I found a Wrangler and measured A Wranglers tailgate is 42 inches across This is 505 If you dont think eight inches of difference is a lot when measuring cars its enough for most manufacturers to use nomenclature like LWB In this photo the Bronco is parked four feet from my garage door and the tailgate made impact when opened I am digging the Bronco so far but this is pretty poor design for usability especially considering the pressurized hydraulics open it all the way like a vertical tailgate And all you Durr Jeep people can mind your Ps and fuckin Qs because spidey sense was right massively bigger than a Jeep,,,,,,,,,,,
40,thesmokingtire,291290,1116,5956,CSxBEODrRN0,1629397384,44427.76602,44427.76602,5222,111,1.830821518,1.428988293,,I had a terrible time driving the new GR86 around monticellomotorclub ,,,,,,,,,,,
41,thesmokingtire,291290,1116,5956,CSwmPIvHhGE,1629383294,44427.60294,44427.60294,7174,322,2.57338048,1.428988293,"Photo by Matt Farah on August 19, 2021.",You really need a lot of room to open this tailgate all the way huh That might be an issue with the 4door UPDATE I measured 505 tailgate compared to 42 on a wrangler Massively bigger so anyone who says its the same as a Jeep can suck it,,,,,,,,,,,
42,thesmokingtire,291290,1116,5956,CSwkrTzHBP6,1629382476,44427.59347,44427.59347,4917,0,1.688008514,1.428988293,Photo by Matt Farah in Venice Beach. May be an image of car and outdoors.,Nice little rig I got for this week,,,,,,,,,,,
43,thesmokingtire,291290,1116,5956,CSu86xAJfLy,1629328076,44426.96384,44426.96384,590,0,0.20254729,1.428988293,"Photo by Matt Farah on August 18, 2021.",The episode with hannahelliottxo has been published,,,,,,,,,,,
44,thesmokingtire,291290,1116,5956,CSu0yS-h_5F,1629323813,44426.9145,44426.9145,6603,315,2.374952796,1.428988293,"Photo by Matt Farah on August 18, 2021. May be an image of car and road.",What do you think of the new GR86 styling Let us know and then go watch our review Link in bio,,,,,,,,,,,
45,thesmokingtire,291290,1116,5956,CSuUVwQH3ul,1629306802,44426.71762,44426.71762,4723,0,1.621408219,1.428988293,Photo by Matt Farah in Georgia Mountain Coaster. May be an image of 1 person and outdoors.,One rule of life is that you never pass an Alpine Coaster without stopping to have a go,,,,,,,,,,,
46,thesmokingtire,291290,1116,5956,CSuRz-Nnnun,1629305476,44426.70227,44426.70227,5860,0,2.011740877,1.428988293,"Photo by Matt Farah on August 18, 2021. May be an image of car and road.",In north Georgia putting 300 miles on the 2022 911 GTS Coupe 7MT w Lightweight package Embargo 921 means Im one of the first to have a go even before Ze Germans What a fuckin fabulous day to drive these mountains tho,,,,,,,,,,,
47,thesmokingtire,291290,1116,5956,CSuPpijrtbG,1629304342,44426.68914,44426.68914,1504,0,0.516323938,1.428988293,"Photo by Matt Farah on August 18, 2021. May be an image of â€Žcar, outdoors and â€Žtext that says 'â€ŽØ± TOYOTA GR86 DID THEY RUIN IT? TSTâ€Ž'â€Žâ€Ž.",My review of the Toyota GR86 is up This car had big shoes to fill Theres great risk when a car company updates a legend ask BMW The last 86BRZFRS was fun but flawed A lot has been done to address its shortcomings Theres so much to cover youll just have to watch the videoLink in bio,,,,,,,,,,,
48,hudabeauty,49193547,889,1536,CSvz19DldEw,1629356873,44427.29714,44427.29714,100917,2518,0.210261317,0.118689517,"My loves, there is SO much going on the world right now and itâ€™s so heartbreaking to see. I know how hard it is when you feel that youâ€™re unable to make a difference, but just spreading awareness by sharing content can make a huge impact as well as helping charities out if youâ€™re able to. Please swipe through and share with your friends!Â #savelebanonÂ #saveafghanistanÂ #haitiearthquakeÂ #soscuba #algeriaisburning
â €â €â €â €â €â €â €â €â €
Please comment below & tag ways people can help my loves.
â €â €â €â €â €â €â €â €â €",Repost hudaMy loves there is SO much going on the world right now and its so heartbreaking to see I know how hard it is when you feel that youre unable to make a difference but just spreading awareness by sharing content can make a huge impact as well as helping charities out if youre able to Please swipe through and share with your friendssavelebanon saveafghanistan haitiearthquake soscuba algeriaisburning         Please comment below  tag ways people can help my loves         Thanks kuvrd for inspiring this post with your amazing roundup,,,,,,,,,,,
49,hudabeauty,49193547,889,1536,CSuRKqeJ1Di,1629305274,44426.69993,44426.69993,24910,307,0.051260788,0.118689517,,Stunning MUA donnidavy unleashing her wild side with WildObsessions in Chameleon  Jaguar  Versatile super buildable fiercely pigmented shades  creamy AF textures         repost donnidavyBeen having so much fun playing w hudabeautys gorgeous new Wild Obsessions palettes Chameleon  Jaguar Topped off the look w my Donni x face_lace decals in SPIKED,WildObsessions,,,,,,,,,,
50,hudabeauty,49193547,889,1536,CSuQY0iln1a,1629304946,44426.69613,44426.69613,25341,255,0.052031215,0.118689517,,Maximum control super EASY  precise application with LIFE LINER  QUICK N EASY Have you tried it yet my loves LIFE LINER  QUICK N EASY Liquid LinerLasts all daySuper fine tip 003mm for maximum controlConstant flow of inkShade in Very Vanta aka ultrablack  matteWaterproofSmudgeproof transferproof flakeproofSO easy to removeDoesnt bleedPerfect for beginners,,,,,,,,,,,
51,hudabeauty,49193547,889,1536,CSuPeEFFoob,1629304598,44426.69211,44426.69211,20029,162,0.041044001,0.118689517,,Which eyeliner style is your goto Classic Winged Feline or Graphic Gorg iamfoxxy using Life Liner Quick N Easy repost iamfoxxy NEW FAVORITE EYELINER ALERT Quickn Easy there isnt a better fitting name to be honest Glides super easily the formula doesnt bleed into your skin which makes it perfect for sharp lines and the tip is sooo tiny and sooo precise So far pretty happy with my first impressions and will keep you updated once I use it several times ,,,,,,,,,,,
52,hudabeauty,49193547,889,1536,CSuIGUiF0RP,1629300384,44426.64333,44426.64333,41530,658,0.085759216,0.118689517,,Unleash your WILD side with Jaguar Chameleon WILDOBSESSIONS Whether you want a soft pop of color or a WILD smokey eye weve got you covered day or night,WILDOBSESSIONS,,,,,,,,,,
53,hudabeauty,49193547,889,1536,CSuGPHDlI3E,1629299806,44426.63664,44426.63664,42719,494,0.087842822,0.118689517,,Feeling fierce with Jaguar Versatile buildable fiercely pigmented shades  creamy AF textures WILDOBSESSIONS,WILDOBSESSIONS,,,,,,,,,,
54,hudabeauty,49193547,889,1536,CSuFbTmlTY9,1629299118,44426.62868,44426.62868,38802,302,0.079490101,0.118689517,,Gorg ashleykaylamakeup wearing Chameleon WildObsessions  Tag a bestie who loves a colorful eye glam,WildObsessions,,,,,,,,,,
55,hudabeauty,49193547,889,1536,CSrvyfKh04r,1629220722,44425.72132,44425.72132,42711,348,0.087529773,0.118689517,,Leading liners vs Life Liner Quick N Easy Now available at hudabeautyshop sephora asos cultbeauty feelunique naimies bootsuk harrods netaporter theofficialselfridges kohls and all other retailers,,,,,,,,,,,
56,hudabeauty,49193547,889,1536,CSrvbMjB9Iq,1629220431,44425.71795,44425.71795,50895,258,0.10398315,0.118689517,,Thanks for your amazing review roseandben  Lining  defining made EASY with LIFE LINER QUICK N EASY repostThis one definitely gives you major precision The tinier the tip of the liner is the more control you have  This one would be great for graphic eyes  Also great for baby wings too I really like it  roseandben         LIFE LINER  QUICK N EASY Liquid LinerLasts all daySuper fine tip 003mm for maximum controlConstant flow of inkShade in Very Vanta aka ultrablack  matteWaterproofSmudgeproof transferproof flakeproofSO easy to removeDoesnt bleedPerfect for beginners,repost,,,,,,,,,,
57,hudabeauty,49193547,889,1536,CSruyhTBmB1,1629220177,44425.71501,44425.71501,203256,1482,0.416188733,0.118689517,,Feeling green with PYTHON  Versatile buildable fiercely pigmented shades  creamy AF textures WILDOBSESSIONS  Matte Basics Melted Shadows Black  White is now available on hudabeautycom ,WILDOBSESSIONS,,,,,,,,,,
58,hudabeauty,49193547,889,1536,CSruWbChbZM,1629219879,44425.71156,44425.71156,77165,623,0.158126431,0.118689517,,Drop some  if youre getting WILD with this Python inspired look WILDOBSESSIONS officially launched everywhere Watch till the end Hair by domseeley,WILDOBSESSIONS,,,,,,,,,,
