,Sentence ID,Dialogue ID,author,Category,shortcode,timestamp,likes,comments,caption,text,Hash_tag2,clean_txt,token_txt,tokenized,neg,neu,pos,compound
34,26,26,thatdudeinblue,Automotive,CSaWn1tnB4Q,8/10/2021 23:10,3987,20,,Finally back! TodayÃ¢ÂÂs video we drive this absolutely insane twin turbo Boss 302 that makes 900HP! I go through the process of the build and how to make something like this happen. Link in bio! #thatdudeinblue #boss302 #mustang #twinturbo #coyote #mach1 #ford #fordperformance @302nightmares,"[['thatdudeinblue'], ['boss302'], ['mustang'], ['twinturbo'], ['coyote'], ['mach1'], ['ford'], ['fordperformance']]",['Finally back TodayÃ¢Â\x80Â\x99s video we drive this absolutely insane twin turbo Boss 302 that makes 900HP I go through the process of the build and how to make something like this happen Link in bio thatdudeinblue boss302 mustang twinturbo coyote mach1 ford fordperformance 302nightmares'],['Finally back TodayÃ¢Â\x80Â\x99s video we drive this absolutely insane twin turbo Boss 302 that makes 900HP I go through the process of the build and how to make something like this happen Link in bio thatdudeinblue boss302 mustang twinturbo coyote mach1 ford fordperformance 302nightmares'],"[""['Finally"", 'back', 'TodayÃ¢Â\\x80Â\\x99s', 'video', 'we', 'drive', 'this', 'absolutely', 'insane', 'twin', 'turbo', 'Boss', '302', 'that', 'make', '900HP', 'I', 'go', 'through', 'the', 'process', 'of', 'the', 'build', 'and', 'how', 'to', 'make', 'something', 'like', 'this', 'happen', 'Link', 'in', 'bio', 'thatdudeinblue', 'boss302', 'mustang', 'twinturbo', 'coyote', 'mach1', 'ford', 'fordperformance', ""302nightmares']""]",0.082,0.866,0.053,-0.3333
35,27,27,thatdudeinblue,Automotive,CSMzugCngJW,8/5/2021 16:53,8833,53,"Photo shared by David Patterson on August 05, 2021 tagging @thatgirlinred. May be an image of 1 person, monument and outdoors.",Incase youÃ¢ÂÂve been wondering where IÃ¢ÂÂve been while MIA. WeÃ¢ÂÂve have traveled to some pretty amazing places on vacation/filming! Thanks to everybody who is patient with content! #thatdudeinblue #adventuredrives #adventure @thatgirlinred @adventuredrives,"[['thatdudeinblue'], ['adventuredrives'], ['adventure']]",['Incase youÃ¢Â\x80Â\x99ve been wondering where IÃ¢Â\x80Â\x99ve been while MIA WeÃ¢Â\x80Â\x99ve have traveled to some pretty amazing places on vacationfilming Thanks to everybody who is patient with content thatdudeinblue adventuredrives adventure thatgirlinred adventuredrives'],['Incase youÃ¢Â\x80Â\x99ve been wondering where IÃ¢Â\x80Â\x99ve been while MIA WeÃ¢Â\x80Â\x99ve have traveled to some pretty amazing places on vacationfilming Thanks to everybody who is patient with content thatdudeinblue adventuredrives adventure thatgirlinred adventuredrives'],"[""['Incase"", 'youÃ¢Â\\x80Â\\x99ve', 'been', 'wondering', 'where', 'IÃ¢Â\\x80Â\\x99ve', 'been', 'while', 'MIA', 'WeÃ¢Â\\x80Â\\x99ve', 'have', 'traveled', 'to', 'some', 'pretty', 'amazing', 'place', 'on', 'vacationfilming', 'Thanks', 'to', 'everybody', 'who', 'is', 'patient', 'with', 'content', 'thatdudeinblue', 'adventuredrives', 'adventure', 'thatgirlinred', ""adventuredrives']""]",0.071,0.676,0.253,0.8201
36,28,28,thatdudeinblue,Automotive,CR2MzjwjBTp,7/27/2021 22:10,8401,30,"Photo by David Patterson in VIRginia International Raceway with @ms.emelia, @pushingpistons, and @engineeringexplained. May be an image of 4 people and people standing.",Friends in all the right places! Nothing like seeing great people and fast cars! Also @ms.emelia trying to be as tall as @engineeringexplained  @pushingpistons #thatdudeinblue #cars #cadillac #blackwing #ctsv #ct5vblackwing #ct4vblackwing,"[['thatdudeinblue'], ['cars'], ['cadillac'], ['blackwing'], ['ctsv'], ['ct5vblackwing'], ['ct4vblackwing']]",['Friends in all the right places Nothing like seeing great people and fast cars Also msemelia trying to be as tall as engineeringexplained  pushingpistons thatdudeinblue cars cadillac blackwing ctsv ct5vblackwing ct4vblackwing'],['Friends in all the right places Nothing like seeing great people and fast cars Also msemelia trying to be as tall as engineeringexplained  pushingpistons thatdudeinblue cars cadillac blackwing ctsv ct5vblackwing ct4vblackwing'],"[""['Friends"", 'in', 'all', 'the', 'right', 'place', 'Nothing', 'like', 'seeing', 'great', 'people', 'and', 'fast', 'car', 'Also', 'msemelia', 'trying', 'to', 'be', 'a', 'tall', 'a', 'engineeringexplained', 'pushingpistons', 'thatdudeinblue', 'car', 'cadillac', 'blackwing', 'ctsv', 'ct5vblackwing', ""ct4vblackwing']""]",0.161,0.755,0.084,-0.4382
37,29,29,thatdudeinblue,Automotive,CRsHejED1CG,7/24/2021 0:11,6772,31,"Photo shared by David Patterson on July 23, 2021 tagging @boosted_92_eg_hatch. May be an image of car and outdoors.",Ã¢ÂÂThe Green DragonÃ¢ÂÂ is the fastest Honda IÃ¢ÂÂve ever filmed. 900 AWD HP that weighs nothing. Definitely check out the INSANE video! Link in bio! #thatdudeinblue #honda #eg #turbo #k20 #boost @boosted_92_eg_hatch,"[['thatdudeinblue'], ['honda'], ['eg'], ['turbo'], ['k20'], ['boost']]",['Ã¢Â\x80Â\x9cThe Green DragonÃ¢Â\x80Â\x9d is the fastest Honda IÃ¢Â\x80Â\x99ve ever filmed 900 AWD HP that weighs nothing Definitely check out the INSANE video Link in bio thatdudeinblue honda eg turbo k20 boost boosted92eghatch'],['Ã¢Â\x80Â\x9cThe Green DragonÃ¢Â\x80Â\x9d is the fastest Honda IÃ¢Â\x80Â\x99ve ever filmed 900 AWD HP that weighs nothing Definitely check out the INSANE video Link in bio thatdudeinblue honda eg turbo k20 boost boosted92eghatch'],"[""['Ã¢Â\\x80Â\\x9cThe"", 'Green', 'DragonÃ¢Â\\x80Â\\x9d', 'is', 'the', 'fastest', 'Honda', 'IÃ¢Â\\x80Â\\x99ve', 'ever', 'filmed', '900', 'AWD', 'HP', 'that', 'weighs', 'nothing', 'Definitely', 'check', 'out', 'the', 'INSANE', 'video', 'Link', 'in', 'bio', 'thatdudeinblue', 'honda', 'eg', 'turbo', 'k20', 'boost', ""boosted92eghatch']""]",0.173,0.827,0,-0.7411
38,30,30,thatdudeinblue,Automotive,CRpTYNVj5vt,7/22/2021 21:58,10621,69,,I drove an INSANE 900HP AWD Honda CivicÃ¢ÂÂ¦and then broke it. Link in bio for todayÃ¢ÂÂs awesome video! #thatdudeinblue #honda #civic #eg #awd #k20 #turbo,"[['thatdudeinblue'], ['honda'], ['civic'], ['eg'], ['awd'], ['k20'], ['turbo']]",['I drove an INSANE 900HP AWD Honda CivicÃ¢Â\x80Â¦and then broke it Link in bio for todayÃ¢Â\x80Â\x99s awesome video thatdudeinblue honda civic eg awd k20 turbo'],['I drove an INSANE 900HP AWD Honda CivicÃ¢Â\x80Â¦and then broke it Link in bio for todayÃ¢Â\x80Â\x99s awesome video thatdudeinblue honda civic eg awd k20 turbo'],"[""['I"", 'drove', 'an', 'INSANE', '900HP', 'AWD', 'Honda', 'CivicÃ¢Â\\x80Â¦and', 'then', 'broke', 'it', 'Link', 'in', 'bio', 'for', 'todayÃ¢Â\\x80Â\\x99s', 'awesome', 'video', 'thatdudeinblue', 'honda', 'civic', 'eg', 'awd', 'k20', ""turbo']""]",0.206,0.664,0.13,-0.3453
39,31,31,thatdudeinblue,Automotive,CRenxjCjSeO,7/18/2021 18:23,4229,12,"Photo shared by David Patterson on July 18, 2021 tagging @kob_dc2r. May be an image of 1 person, outdoors and text that says 'Race Racetech TALL PINES'.",Smile like you mean it.  #thatdudeinblue #integratyper #racecar #review #integra #honda #acura,"[['thatdudeinblue'], ['integratyper'], ['racecar'], ['review'], ['integra'], ['honda'], ['acura']]",['Smile like you mean it  thatdudeinblue integratyper racecar review integra honda acura'],['Smile like you mean it  thatdudeinblue integratyper racecar review integra honda acura'],"[""['Smile"", 'like', 'you', 'mean', 'it', 'thatdudeinblue', 'integratyper', 'racecar', 'review', 'integra', 'honda', ""acura']""]",0,0.667,0.333,0.6124
40,32,32,thatdudeinblue,Automotive,CRUsQ4aD3sd,7/14/2021 21:50,7096,51,"Photo by David Patterson on July 14, 2021. May be an image of car and road.","Something comforting. 

#thatdudeinblue #subzero #s550 #mustang #mustanggt #coyote","[['thatdudeinblue'], ['subzero'], ['s550'], ['mustang'], ['mustanggt'], ['coyote']]",['Something comforting \n\nthatdudeinblue subzero s550 mustang mustanggt coyote'],['Something comforting \n\nthatdudeinblue subzero s550 mustang mustanggt coyote'],"[""['Something"", 'comforting', '\\n\\nthatdudeinblue', 'subzero', 's550', 'mustang', 'mustanggt', ""coyote']""]",0,0.722,0.278,0.4019
41,33,33,thatdudeinblue,Automotive,CRE9-8mDVdg,7/8/2021 19:20,6596,30,,FLAME ON! Ã°ÂÂÂ¥ My good friends at @offtheline_performance having fun with their flamethrower RX7. New video today is live with link in bio! #thatdudeinblue #rx7 #fire #2step #mazda,"[['thatdudeinblue'], ['rx7'], ['fire'], ['2step'], ['mazda']]",['FLAME ON Ã°Â\x9fÂ\x94Â¥ My good friends at offthelineperformance having fun with their flamethrower RX7 New video today is live with link in bio thatdudeinblue rx7 fire 2step mazda'],['FLAME ON Ã°,"[""['FLAME"", 'ON', 'Ã°Â\\x9fÂ\\x94Â¥', 'My', 'good', 'friend', 'at', 'offthelineperformance', 'having', 'fun', 'with', 'their', 'flamethrower', 'RX7', 'New', 'video', 'today', 'is', 'live', 'with', 'link', 'in', 'bio', 'thatdudeinblue', 'rx7', 'fire', '2step', ""mazda']""]",0,0.717,0.283,0.8715
42,33,33,thatdudeinblue,Automotive,CRE9-8mDVdg,7/8/2021 19:20,6596,30,,FLAME ON! Ã°ÂÂÂ¥ My good friends at @offtheline_performance having fun with their flamethrower RX7. New video today is live with link in bio! #thatdudeinblue #rx7 #fire #2step #mazda,"[['thatdudeinblue'], ['rx7'], ['fire'], ['2step'], ['mazda']]",['FLAME ON Ã°Â\x9fÂ\x94Â¥ My good friends at offthelineperformance having fun with their flamethrower RX7 New video today is live with link in bio thatdudeinblue rx7 fire 2step mazda'],Â\x9fÂ\x94Â¥ My good friends at offthelineperformance having fun with their flamethrower RX7 New video today is live with link in bio thatdudeinblue rx7 fire 2step mazda'],"[""['FLAME"", 'ON', 'Ã°Â\\x9fÂ\\x94Â¥', 'My', 'good', 'friend', 'at', 'offthelineperformance', 'having', 'fun', 'with', 'their', 'flamethrower', 'RX7', 'New', 'video', 'today', 'is', 'live', 'with', 'link', 'in', 'bio', 'thatdudeinblue', 'rx7', 'fire', '2step', ""mazda']""]",0,0.717,0.283,0.8715
43,34,34,thatdudeinblue,Automotive,CRCe_OrD1gj,7/7/2021 20:08,8808,100,"Photo by David Patterson on July 07, 2021. May be an image of car, road and text that says 'RTV0018 TOYOTA Ã¢ÂÂ¬ TURBO'.",Hey everyone! ItÃ¢ÂÂs that time of year again. If youÃ¢ÂÂd like to have your car reviewed up in the north Georgia mountains I will be filming the July 14th-16th! IÃ¢ÂÂm looking for cars that I have either never filmed before or are different enough to stick out. Email thatdudeinblue@gmail.com if you are able to show! #thatdudeinblue #carreview #cars #supra #mustang #s550 #mustanggt #turbo,"[['thatdudeinblue'], ['carreview'], ['cars'], ['supra'], ['mustang'], ['s550'], ['mustanggt'], ['turbo']]",['Hey everyone ItÃ¢Â\x80Â\x99s that time of year again If youÃ¢Â\x80Â\x99d like to have your car reviewed up in the north Georgia mountains I will be filming the July 14th16th IÃ¢Â\x80Â\x99m looking for cars that I have either never filmed before or are different enough to stick out Email thatdudeinbluegmailcom if you are able to show thatdudeinblue carreview cars supra mustang s550 mustanggt turbo'],['Hey everyone ItÃ¢Â\x80Â\x99s that time of year again If youÃ¢Â\x80Â\x99d like to have your car reviewed up in the north Georgia mountains I will be filming the July 14th16th IÃ¢Â\x80Â\x99m looking for cars that I have either never filmed before or are different enough to stick out Email thatdudeinbluegmailcom if you are able to show thatdudeinblue carreview cars supra mustang s550 mustanggt turbo'],"[""['Hey"", 'everyone', 'ItÃ¢Â\\x80Â\\x99s', 'that', 'time', 'of', 'year', 'again', 'If', 'youÃ¢Â\\x80Â\\x99d', 'like', 'to', 'have', 'your', 'car', 'reviewed', 'up', 'in', 'the', 'north', 'Georgia', 'mountain', 'I', 'will', 'be', 'filming', 'the', 'July', '14th16th', 'IÃ¢Â\\x80Â\\x99m', 'looking', 'for', 'car', 'that', 'I', 'have', 'either', 'never', 'filmed', 'before', 'or', 'are', 'different', 'enough', 'to', 'stick', 'out', 'Email', 'thatdudeinbluegmailcom', 'if', 'you', 'are', 'able', 'to', 'show', 'thatdudeinblue', 'carreview', 'car', 'supra', 'mustang', 's550', 'mustanggt', ""turbo']""]",0,0.947,0.053,0.5229
44,35,35,thatdudeinblue,Automotive,CRAOSfZjvlD,7/6/2021 23:04,3724,13,"Photo shared by David Patterson on July 06, 2021 tagging @gingium. May be an image of car and outdoors.",Took a day off releasing videos for the holiday! Today I did some filming with @gingium and his incredible miata duo. Videos coming soon! I have a lot of editing ahead. #thatdudeinblue #miata #gingium #mazda,"[['thatdudeinblue'], ['miata'], ['gingium'], ['mazda']]",['Took a day off releasing videos for the holiday Today I did some filming with gingium and his incredible miata duo Videos coming soon I have a lot of editing ahead thatdudeinblue miata gingium mazda'],['Took a day off releasing videos for the holiday Today I did some filming with gingium and his incredible miata duo Videos coming soon I have a lot of editing ahead thatdudeinblue miata gingium mazda'],"[""['Took"", 'a', 'day', 'off', 'releasing', 'video', 'for', 'the', 'holiday', 'Today', 'I', 'did', 'some', 'filming', 'with', 'gingium', 'and', 'his', 'incredible', 'miata', 'duo', 'Videos', 'coming', 'soon', 'I', 'have', 'a', 'lot', 'of', 'editing', 'ahead', 'thatdudeinblue', 'miata', 'gingium', ""mazda']""]",0,0.901,0.099,0.508
45,36,36,thesmokingtire,Automotive,CS1uuxfnOrt,8/21/2021 14:18,2767,0,"Photo by Matt Farah on August 21, 2021. May be an image of text.","In a subversive way it makes me happy to know that even @jeremyclarkson1 can run a rather large farm for 2 years, make very good, honest and interesting television about it, generally improve the global perceptions and respect due to farmers, make a simple comment about RAIN, and still get glib Ã¢ÂÂstick to carsÃ¢ÂÂ comments.",[],['In a subversive way it makes me happy to know that even jeremyclarkson1 can run a rather large farm for 2 years make very good honest and interesting television about it generally improve the global perceptions and respect due to farmers make a simple comment about RAIN and still get glib Ã¢Â\x80Â\x9cstick to carsÃ¢Â\x80Â\x9d comments'],['In a subversive way it makes me happy to know that even jeremyclarkson1 can run a rather large farm for 2 years make very good honest and interesting television about it generally improve the global perceptions and respect due to farmers make a simple comment about RAIN and still get glib Ã¢Â\x80Â\x9cstick to carsÃ¢Â\x80Â\x9d comments'],"[""['In"", 'a', 'subversive', 'way', 'it', 'make', 'me', 'happy', 'to', 'know', 'that', 'even', 'jeremyclarkson1', 'can', 'run', 'a', 'rather', 'large', 'farm', 'for', '2', 'year', 'make', 'very', 'good', 'honest', 'and', 'interesting', 'television', 'about', 'it', 'generally', 'improve', 'the', 'global', 'perception', 'and', 'respect', 'due', 'to', 'farmer', 'make', 'a', 'simple', 'comment', 'about', 'RAIN', 'and', 'still', 'get', 'glib', 'Ã¢Â\\x80Â\\x9cstick', 'to', 'carsÃ¢Â\\x80Â\\x9d', ""comments']""]",0.029,0.676,0.295,0.9536
46,37,37,thesmokingtire,Automotive,CS0V-ionLgt,8/21/2021 1:23,3036,3,"Photo by Matt Farah on August 20, 2021. May be an image of 1 person, cat and indoor.",Afternoon naps with Niki,[],['Afternoon naps with Niki'],['Afternoon naps with Niki'],"[""['Afternoon"", 'nap', 'with', ""Niki']""]",0,1,0,0
47,38,38,thesmokingtire,Automotive,CSzlJVupYhc,8/20/2021 18:16,776,6,"Photo by Matt Farah on August 20, 2021. May be an image of 2 people and text that says 'Latest from TheSmokingTirePodcast JOCI TST#652 #652 Hannah Elliott SMOkiNGL IRE 1:31:07 Hannah Elliott (Bloomberg Autos) TST... TheSmokingTirePodcast TheSmoking 5.3K...'.","DonÃ¢ÂÂt miss our interview with the knowledgable, wonderful @hannahelliottxo. She went to Pebble, dailies an old Rolls, and has driven some amazing things lately. We talk about the electrification of hypercars and motorcycles, BentleyÃ¢ÂÂs new coach built GT, and more. Link in bio or grab it on your favorite podcast app.",[],['DonÃ¢Â\x80Â\x99t miss our interview with the knowledgable wonderful hannahelliottxo She went to Pebble dailies an old Rolls and has driven some amazing things lately We talk about the electrification of hypercars and motorcycles BentleyÃ¢Â\x80Â\x99s new coach built GT and more Link in bio or grab it on your favorite podcast app'],['DonÃ¢Â\x80Â\x99t miss our interview with the knowledgable wonderful hannahelliottxo She went to Pebble dailies an old Rolls and has driven some amazing things lately We talk about the electrification of hypercars and motorcycles BentleyÃ¢Â\x80Â\x99s new coach built GT and more Link in bio or grab it on your favorite podcast app'],"[""['DonÃ¢Â\\x80Â\\x99t"", 'miss', 'our', 'interview', 'with', 'the', 'knowledgable', 'wonderful', 'hannahelliottxo', 'She', 'went', 'to', 'Pebble', 'daily', 'an', 'old', 'Rolls', 'and', 'ha', 'driven', 'some', 'amazing', 'thing', 'lately', 'We', 'talk', 'about', 'the', 'electrification', 'of', 'hypercars', 'and', 'motorcycle', 'BentleyÃ¢Â\\x80Â\\x99s', 'new', 'coach', 'built', 'GT', 'and', 'more', 'Link', 'in', 'bio', 'or', 'grab', 'it', 'on', 'your', 'favorite', 'podcast', ""app']""]",0.026,0.755,0.219,0.9141
48,39,39,thesmokingtire,Automotive,CSxcxaFpKTY,8/19/2021 22:24,6021,0,"Photo by Matt Farah on August 19, 2021.","When I posted a shot of the BroncoÃ¢ÂÂs open tailgate before asking if maybe it didnÃ¢ÂÂt take up too much space, there was a bunch of Ã¢ÂÂdurrr but Jeep tho.Ã¢ÂÂ Comments. Making sure I wasnÃ¢ÂÂt crazy, I found a Wrangler and measured. A WranglerÃ¢ÂÂs tailgate is 42 inches across. This is 50.5. If you donÃ¢ÂÂt think eight inches of difference is a lot when measuring cars, itÃ¢ÂÂs enough for most manufacturers to use nomenclature like Ã¢ÂÂLWB.Ã¢ÂÂ In this photo, the Bronco is parked four feet from my garage door and the tailgate made impact when opened. I am digging the Bronco so far, but this is pretty poor design for usability, especially considering the pressurized hydraulics open it all the way (like a vertical tailgate). And all you Ã¢ÂÂDurr JeepÃ¢ÂÂ people can mind your PÃ¢ÂÂs and fuckin QÃ¢ÂÂs because spidey sense was right: massively bigger than a Jeep.",[],['When I posted a shot of the BroncoÃ¢Â\x80Â\x99s open tailgate before asking if maybe it didnÃ¢Â\x80Â\x99t take up too much space there was a bunch of Ã¢Â\x80Â\x9cdurrr but Jeep thoÃ¢Â\x80Â\x9d Comments Making sure I wasnÃ¢Â\x80Â\x99t crazy I found a Wrangler and measured A WranglerÃ¢Â\x80Â\x99s tailgate is 42 inches across This is 505 If you donÃ¢Â\x80Â\x99t think eight inches of difference is a lot when measuring cars itÃ¢Â\x80Â\x99s enough for most manufacturers to use nomenclature like Ã¢Â\x80Â\x9cLWBÃ¢Â\x80Â\x9d In this photo the Bronco is parked four feet from my garage door and the tailgate made impact when opened I am digging the Bronco so far but this is pretty poor design for usability especially considering the pressurized hydraulics open it all the way like a vertical tailgate And all you Ã¢Â\x80Â\x9cDurr JeepÃ¢Â\x80Â\x9d people can mind your PÃ¢Â\x80Â\x99s and fuckin QÃ¢Â\x80Â\x99s because spidey sense was right massively bigger than a Jeep'],['When I posted a shot of the BroncoÃ¢Â\x80Â\x99s open tailgate before asking if maybe it didnÃ¢Â\x80Â\x99t take up too much space there was a bunch of Ã¢Â\x80Â\x9cdurrr but Jeep thoÃ¢Â\x80Â\x9d Comments Making sure I wasnÃ¢Â\x80Â\x99t crazy I found a Wrangler and measured A WranglerÃ¢Â\x80Â\x99s tailgate is 42 inches across This is 505 If you donÃ¢Â\x80Â\x99t think eight inches of difference is a lot when measuring cars itÃ¢Â\x80Â\x99s enough for most manufacturers to use nomenclature like Ã¢Â\x80Â\x9cLWBÃ¢Â\x80Â\x9d In this photo the Bronco is parked four feet from my garage door and the tailgate made impact when opened I am digging the Bronco so far but this is pretty poor design for usability especially considering the pressurized hydraulics open it all the way like a vertical tailgate And all you Ã¢Â\x80Â\x9cDurr JeepÃ¢Â\x80Â\x9d people can mind your PÃ¢Â\x80Â\x99s and fuckin QÃ¢Â\x80Â\x99s because spidey sense was right massively bigger than a Jeep'],"[""['When"", 'I', 'posted', 'a', 'shot', 'of', 'the', 'BroncoÃ¢Â\\x80Â\\x99s', 'open', 'tailgate', 'before', 'asking', 'if', 'maybe', 'it', 'didnÃ¢Â\\x80Â\\x99t', 'take', 'up', 'too', 'much', 'space', 'there', 'wa', 'a', 'bunch', 'of', 'Ã¢Â\\x80Â\\x9cdurrr', 'but', 'Jeep', 'thoÃ¢Â\\x80Â\\x9d', 'Comments', 'Making', 'sure', 'I', 'wasnÃ¢Â\\x80Â\\x99t', 'crazy', 'I', 'found', 'a', 'Wrangler', 'and', 'measured', 'A', 'WranglerÃ¢Â\\x80Â\\x99s', 'tailgate', 'is', '42', 'inch', 'across', 'This', 'is', '505', 'If', 'you', 'donÃ¢Â\\x80Â\\x99t', 'think', 'eight', 'inch', 'of', 'difference', 'is', 'a', 'lot', 'when', 'measuring', 'car', 'itÃ¢Â\\x80Â\\x99s', 'enough', 'for', 'most', 'manufacturer', 'to', 'use', 'nomenclature', 'like', 'Ã¢Â\\x80Â\\x9cLWBÃ¢Â\\x80Â\\x9d', 'In', 'this', 'photo', 'the', 'Bronco', 'is', 'parked', 'four', 'foot', 'from', 'my', 'garage', 'door', 'and', 'the', 'tailgate', 'made', 'impact', 'when', 'opened', 'I', 'am', 'digging', 'the', 'Bronco', 'so', 'far', 'but', 'this', 'is', 'pretty', 'poor', 'design', 'for', 'usability', 'especially', 'considering', 'the', 'pressurized', 'hydraulics', 'open', 'it', 'all', 'the', 'way', 'like', 'a', 'vertical', 'tailgate', 'And', 'all', 'you', 'Ã¢Â\\x80Â\\x9cDurr', 'JeepÃ¢Â\\x80Â\\x9d', 'people', 'can', 'mind', 'your', 'PÃ¢Â\\x80Â\\x99s', 'and', 'fuckin', 'QÃ¢Â\\x80Â\\x99s', 'because', 'spidey', 'sense', 'wa', 'right', 'massively', 'bigger', 'than', 'a', ""Jeep']""]",0.048,0.872,0.08,0.5853
49,40,40,thesmokingtire,Automotive,CSxBEODrRN0,8/19/2021 18:23,5222,111,,I had a terrible time driving the new GR86 around @monticellomotorclub .,[],['I had a terrible time driving the new GR86 around monticellomotorclub '],['I had a terrible time driving the new GR86 around monticellomotorclub '],"[""['I"", 'had', 'a', 'terrible', 'time', 'driving', 'the', 'new', 'GR86', 'around', 'monticellomotorclub', ""']""]",0.279,0.721,0,-0.4767
50,41,41,thesmokingtire,Automotive,CSwmPIvHhGE,8/19/2021 14:28,7174,322,"Photo by Matt Farah on August 19, 2021.","You really need a lot of room to open this tailgate all the way, huh? That might be an issue with the 4-door. UPDATE: I measured. 50.5Ã¢ÂÂ tailgate compared to 42 on a wrangler. Massively bigger, so anyone who says itÃ¢ÂÂs the same as a Jeep can suck it.",[],['You really need a lot of room to open this tailgate all the way huh That might be an issue with the 4door UPDATE I measured 505Ã¢Â\x80Â\x9d tailgate compared to 42 on a wrangler Massively bigger so anyone who says itÃ¢Â\x80Â\x99s the same as a Jeep can suck it'],['You really need a lot of room to open this tailgate all the way huh That might be an issue with the 4door UPDATE I measured 505Ã¢Â\x80Â\x9d tailgate compared to 42 on a wrangler Massively bigger so anyone who says itÃ¢Â\x80Â\x99s the same as a Jeep can suck it'],"[""['You"", 'really', 'need', 'a', 'lot', 'of', 'room', 'to', 'open', 'this', 'tailgate', 'all', 'the', 'way', 'huh', 'That', 'might', 'be', 'an', 'issue', 'with', 'the', '4door', 'UPDATE', 'I', 'measured', '505Ã¢Â\\x80Â\\x9d', 'tailgate', 'compared', 'to', '42', 'on', 'a', 'wrangler', 'Massively', 'bigger', 'so', 'anyone', 'who', 'say', 'itÃ¢Â\\x80Â\\x99s', 'the', 'same', 'a', 'a', 'Jeep', 'can', 'suck', ""it']""]",0.062,0.938,0,-0.4404
51,42,42,thesmokingtire,Automotive,CSwkrTzHBP6,8/19/2021 14:14,4917,0,Photo by Matt Farah in Venice Beach. May be an image of car and outdoors.,Nice little rig I got for this week!,[],['Nice little rig I got for this week'],['Nice little rig I got for this week'],"[""['Nice"", 'little', 'rig', 'I', 'got', 'for', 'this', ""week']""]",0.13,0.538,0.333,0.4376
52,43,43,thesmokingtire,Automotive,CSu86xAJfLy,8/18/2021 23:07,590,0,"Photo by Matt Farah on August 18, 2021.",The episode with @hannahelliottxo has been published!,[],['The episode with hannahelliottxo has been published'],['The episode with hannahelliottxo has been published'],"[""['The"", 'episode', 'with', 'hannahelliottxo', 'ha', 'been', ""published']""]",0,1,0,0
53,44,44,thesmokingtire,Automotive,CSu0yS-h_5F,8/18/2021 21:56,6603,315,"Photo by Matt Farah on August 18, 2021. May be an image of car and road.",What do you think of the new GR86 styling? Let us know and then go watch our review! Link in bio!,[],['What do you think of the new GR86 styling Let us know and then go watch our review Link in bio'],['What do you think of the new GR86 styling Let us know and then go watch our review Link in bio'],"[""['What"", 'do', 'you', 'think', 'of', 'the', 'new', 'GR86', 'styling', 'Let', 'u', 'know', 'and', 'then', 'go', 'watch', 'our', 'review', 'Link', 'in', ""bio']""]",0,1,0,0
54,45,45,thesmokingtire,Automotive,CSuUVwQH3ul,8/18/2021 17:13,4723,0,Photo by Matt Farah in Georgia Mountain Coaster. May be an image of 1 person and outdoors.,One rule of life is that you never pass an Alpine Coaster without stopping to have a go.,[],['One rule of life is that you never pass an Alpine Coaster without stopping to have a go'],['One rule of life is that you never pass an Alpine Coaster without stopping to have a go'],"[""['One"", 'rule', 'of', 'life', 'is', 'that', 'you', 'never', 'pas', 'an', 'Alpine', 'Coaster', 'without', 'stopping', 'to', 'have', 'a', ""go']""]",0,0.917,0.083,0.1139
55,46,46,thesmokingtire,Automotive,CSuRz-Nnnun,8/18/2021 16:51,5860,0,"Photo by Matt Farah on August 18, 2021. May be an image of car and road.","In north Georgia putting 300 miles on the 2022 911 GTS Coupe 7MT w/ Lightweight package! Embargo 9/21 means IÃ¢ÂÂm one of the first to have a go, even before Ze Germans. What a fuckin fabulous day to drive these mountains tho!",[],['In north Georgia putting 300 miles on the 2022 911 GTS Coupe 7MT w Lightweight package Embargo 921 means IÃ¢Â\x80Â\x99m one of the first to have a go even before Ze Germans What a fuckin fabulous day to drive these mountains tho'],['In north Georgia putting 300 miles on the 2022 911 GTS Coupe 7MT w Lightweight package Embargo 921 means IÃ¢Â\x80Â\x99m one of the first to have a go even before Ze Germans What a fuckin fabulous day to drive these mountains tho'],"[""['In"", 'north', 'Georgia', 'putting', '300', 'mile', 'on', 'the', '2022', '911', 'GTS', 'Coupe', '7MT', 'w', 'Lightweight', 'package', 'Embargo', '921', 'mean', 'IÃ¢Â\\x80Â\\x99m', 'one', 'of', 'the', 'first', 'to', 'have', 'a', 'go', 'even', 'before', 'Ze', 'Germans', 'What', 'a', 'fuckin', 'fabulous', 'day', 'to', 'drive', 'these', 'mountain', ""tho']""]",0,0.907,0.093,0.6103
